Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomeLineScores[4],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayLineScores[4],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
292390282,2009,1,regular,2009-08-27T22:05:00.000Z,FALSE,TRUE,FALSE,FALSE,,3829,Memorial Stadium,282,Indiana State,fcs,MVFC,20,17,0,0,3,0,,,,2825,Quincy,,,26,0,3,3,14,6,,,,,,,8,#N/A
292460311,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3607,Alfond Stadium,311,Maine,fcs,CAA,34,7,6,0,14,7,,,,2594,St. Cloud State,,,27,3,7,7,10,0,,,,,,,8,#N/A
292460218,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3806,Lincoln Financial Field,218,Temple,fbs,Mid-American,24,0,10,7,7,,,,,222,Villanova,fcs,CAA,27,0,0,14,13,,,,,,,,1,8
292462630,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3748,Graham Stadium,2630,UT Martin,fcs,OVC,56,7,14,21,14,,,,,2295,Iowa Wesleyan,,,0,0,0,0,0,,,,,,,,8,#N/A
292460189,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,31,0,7,7,17,,,1488,1535,2653,Troy,fbs,Sun Belt,14,7,7,0,0,,,1585,1538,,,,1,1
292460236,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3720,Finley Stadium,236,Chattanooga,fcs,Southern,30,7,14,9,0,,,,,2249,Glenville State,,,13,0,0,6,7,,,,,,,,8,#N/A
292462546,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3758,Houck Stadium,2546,Southeast Missouri State,fcs,OVC,72,28,30,7,7,,,,,2825,Quincy,,,3,0,0,3,0,,,,,,,,8,#N/A
292460152,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,3,0,0,3,0,,,1512,1508,2579,South Carolina,fbs,SEC,7,7,0,0,0,,,1550,1554,,,,1,1
292462309,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3696,Dix Stadium,2309,Kent State,fbs,Mid-American,18,2,0,7,9,,,1313,1363,324,Coastal Carolina,fcs,Big South,0,0,0,0,0,,,1405,1355,,,,1,8
292462534,2009,1,regular,2009-09-03T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3647,Elliott T. Bowers Stadium,2534,Sam Houston,fcs,Southland,28,14,0,14,0,,,,,2710,Western Illinois,fcs,MVFC,35,7,7,14,7,,,,,,,,8,8
292462050,2009,1,regular,2009-09-03T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,10,0,0,3,7,,,1530,1459,249,North Texas,fbs,Sun Belt,20,7,3,0,10,,,1035,1106,,,,1,1
292460084,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,19,9,10,0,0,,,,,2198,Eastern Kentucky,fcs,OVC,13,7,3,3,0,,,,,,,,1,8
292460093,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3909,Roy Stewart Stadium,93,Murray State,fcs,OVC,66,15,16,21,14,,,,,2316,Kentucky Wesleyan,,,10,0,7,3,0,,,,,,,,8,#N/A
292460233,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,233,South Dakota,fcs,Great West,52,10,21,7,14,,,,,2912,William Penn,,,0,0,0,0,0,,,,,,,,8,#N/A
292460253,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3706,Eccles Coliseum,253,Southern Utah,fcs,Great West,36,6,14,10,6,,,,,3101,Utah Tech,,,7,0,7,0,0,,,,,,,,8,#N/A
292462197,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3858,O'Brien Stadium,2197,Eastern Illinois,fcs,OVC,31,0,14,7,10,,,,,2287,Illinois State,fcs,MVFC,6,0,0,6,0,,,,,,,,8,8
292460066,2009,1,regular,2009-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3772,Jack Trice Stadium,66,Iowa State,fbs,Big 12,34,7,10,10,7,,,,,2449,North Dakota State,fcs,MVFC,17,0,10,7,0,,,,,,,,1,8
292460254,2009,1,regular,2009-09-04T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,587,Rice-Eccles Stadium,254,Utah,fbs,Mountain West,35,14,12,7,2,,,1799,1800,328,Utah State,fbs,Western Athletic,17,10,7,0,0,,,1359,1358,,,,1,1
292460068,2009,1,regular,2009-09-04T02:15:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3653,Albertsons Stadium,68,Boise State,fbs,Western Athletic,19,0,13,6,0,,,1813,1832,2483,Oregon,fbs,Pac-10,8,0,0,8,0,,,1799,1780,,,,1,1
292470048,2009,1,regular,2009-09-04T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3695,Delaware Stadium,48,Delaware,fcs,CAA,35,7,14,14,0,,,,,223,West Chester,,,0,0,0,0,0,,,,,,,,8,#N/A
292472655,2009,1,regular,2009-09-05T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,0,3493,Caesars Superdome,2655,Tulane,fbs,Conference USA,13,0,3,7,3,,,1128,1125,202,Tulsa,fbs,Conference USA,37,17,3,3,14,,,1698,1701,,,,1,1
292480062,2009,1,regular,2009-09-05T05:05:00.000Z,FALSE,TRUE,TRUE,FALSE,0,3610,Aloha Stadium,62,Hawai'i,fbs,Western Athletic,25,2,7,10,6,,,,,2110,Central Arkansas,fcs,Southland,20,7,7,0,6,,,,,,,,1,8
292482509,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,52,14,17,14,7,,,1559,1583,2649,Toledo,fbs,Mid-American,31,0,14,7,10,,,1304,1280,,,,1,1
292480213,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,31,14,17,0,0,,,1879,1886,2006,Akron,fbs,Mid-American,7,0,0,7,0,,,1360,1353,,,,1,1
292480183,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,1964,JMA Wireless Dome,183,Syracuse,fbs,Big East,20,10,10,0,0,0,,1303,1304,135,Minnesota,fbs,Big Ten,23,14,0,3,3,3,,1401,1400,,,,1,1
292480151,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3699,Dowdy-Ficklen Stadium,151,East Carolina,fbs,Conference USA,29,17,10,2,0,,,1529,1531,2026,App State,fcs,Southern,24,0,7,0,17,,,1451,1449,,,,1,8
292480127,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,44,7,21,6,10,,,,,147,Montana State,fcs,Big Sky,3,0,0,3,0,,,,,,,,1,8
292480077,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3911,Ryan Field,77,Northwestern,fbs,Big Ten,47,21,16,3,7,,,,,119,Towson,fcs,CAA,14,0,7,7,0,,,,,,,,1,8
292480160,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3688,Wildcat Stadium,160,New Hampshire,fcs,CAA,24,21,3,0,0,,,,,2598,St. Francis (PA),fcs,NEC,14,7,7,0,0,,,,,,,,8,8
292480277,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,TRUE,FALSE,0,,,277,West Virginia,fbs,Big East,33,10,13,3,7,,,1701,1704,2335,Liberty,fcs,Big South,20,3,7,3,7,,,1419,1416,,,,1,8
292480193,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,,,193,Miami (OH),fbs,Mid-American,0,0,0,0,0,,,1208,1123,96,Kentucky,fbs,SEC,42,0,21,14,7,,,1509,1594,,,,1,1
292480194,2009,1,regular,2009-09-05T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,31,10,10,0,11,,,1829,1824,2426,Navy,fbs,FBS Independents,27,7,0,7,13,,,1546,1551,,,,1,1
292482294,2009,1,regular,2009-09-05T16:05:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,17,3,0,7,7,,,,,2460,Northern Iowa,fcs,MVFC,16,3,7,3,3,,,,,,,,1,8
292482633,2009,1,regular,2009-09-05T16:21:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,63,0,28,7,28,,,1586,1707,98,Western Kentucky,fbs,Sun Belt,7,0,0,7,0,,,1222,1101,,,,1,1
292482329,2009,1,regular,2009-09-05T16:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3741,Goodman Stadium,2329,Lehigh,fcs,Patriot,21,7,7,7,0,,,,,2115,Central Connecticut,fcs,NEC,28,7,7,14,0,,,,,,,,8,8
292482086,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3664,Butler Bowl,2086,Butler,fcs,Pioneer,42,0,28,14,0,,,,,2790,Albion,,,3,0,0,3,0,,,,,,,,8,#N/A
292482097,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3629,Barker-Lane Stadium,2097,Campbell,fcs,Pioneer,48,7,27,7,7,,,,,291,Methodist,,,28,14,14,0,0,,,,,,,,8,#N/A
292480059,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,721,Bobby Dodd Stadium,59,Georgia Tech,fbs,ACC,37,17,14,0,6,,,,,55,Jacksonville State,fcs,OVC,17,0,7,0,10,,,,,,,,1,8
292480221,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3752,Acrisure Stadium,221,Pittsburgh,fbs,Big East,38,7,14,10,7,,,,,2754,Youngstown State,fcs,MVFC,3,0,3,0,0,,,,,,,,1,8
292480227,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3824,Meade Stadium,227,Rhode Island,fcs,CAA,41,17,17,7,0,,,,,2230,Fordham,fcs,Patriot,28,0,7,7,14,,,,,,,,8,8
292482601,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,2601,St. Joseph's (IN),,,31,0,0,7,24,,,,,2674,Valparaiso,fcs,Pioneer,6,0,3,3,0,,,,,,,,#N/A,8
292482681,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3979,Wagner College Stadium,2681,Wagner,fcs,NEC,42,7,21,0,14,,,,,284,Stonehill,,,45,7,28,3,7,,,,,,,,8,#N/A
292480107,2009,1,regular,2009-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,3722,Fitton Field,107,Holy Cross,fcs,Patriot,20,3,0,3,14,,,,,46,Georgetown,fcs,Patriot,7,7,0,0,0,,,,,,,,8,8
292482678,2009,1,regular,2009-09-05T17:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3597,Alumni Memorial Field,2678,VMI,fcs,Big South,14,0,0,7,7,,,,,2523,Robert Morris,fcs,NEC,13,0,0,7,6,,,,,,,,8,8
292480103,2009,1,regular,2009-09-05T18:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,54,21,17,9,7,,,,,111,Northeastern,fcs,CAA,0,0,0,0,0,,,,,,,,1,8
292482005,2009,1,regular,2009-09-05T18:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3713,Falcon Stadium,2005,Air Force,fbs,Mountain West,72,17,28,13,14,,,,,2447,Nicholls,fcs,Southland,0,0,0,0,0,,,,,,,,1,8
292480204,2009,1,regular,2009-09-05T18:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3893,Reser Stadium,204,Oregon State,fbs,Pac-10,34,14,10,10,0,,,,,2502,Portland State,fcs,Big Sky,7,0,0,0,7,,,,,,,,1,8
292482751,2009,1,regular,2009-09-05T19:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3984,War Memorial Stadium,2751,Wyoming,fbs,Mountain West,29,7,9,7,6,,,,,2692,Weber State,fcs,Big Sky,22,7,0,0,15,,,,,,,,1,8
292482803,2009,1,regular,2009-09-05T19:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3661,Bulldog Stadium,2803,Bryant,fcs,NEC,19,7,6,0,6,,,,,2583,Southern Connecticut State,,,10,0,7,3,0,,,,,,,,8,#N/A
292480149,2009,1,regular,2009-09-05T19:05:00.000Z,FALSE,TRUE,FALSE,FALSE,,3987,Washington-Grizzly Stadium,149,Montana,fcs,Big Sky,38,0,10,14,14,,,,,2714,Western Colorado,,,0,0,0,0,0,,,,,,,,8,#N/A
292480331,2009,1,regular,2009-09-05T19:05:00.000Z,FALSE,TRUE,FALSE,FALSE,,3906,Roos Field,331,Eastern Washington,fcs,Big Sky,35,7,7,7,14,,,,,2848,Western Oregon,,,14,7,0,7,0,,,,,,,,8,#N/A
292480087,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3855,Notre Dame Stadium,87,Notre Dame,fbs,FBS Independents,35,7,21,7,0,,,1555,1647,2440,Nevada,fbs,Western Athletic,0,0,0,0,0,,,1511,1419,,,,1,1
292480197,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3646,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,24,0,10,7,7,,,1689,1718,61,Georgia,fbs,SEC,10,7,0,3,0,,,1696,1667,,,,1,1
292480344,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3693,Davis Wade Stadium,344,Mississippi State,fbs,SEC,45,7,7,21,10,,,,,2296,Jackson State,fcs,SWAC,7,0,0,0,7,,,,,,,,1,8
292480154,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,21,0,7,7,7,,,1567,1557,239,Baylor,fbs,Big 12,24,10,0,14,0,,,1481,1491,,,,1,1
292480030,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,477,Los Angeles Memorial Coliseum,30,USC,fbs,Pac-10,56,0,28,14,14,,,1980,2054,23,San José State,fbs,Western Athletic,3,3,0,0,0,,,1337,1263,,,,1,1
292480130,2009,1,regular,2009-09-05T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,31,14,17,0,0,,,1489,1540,2711,Western Michigan,fbs,Mid-American,7,0,0,0,7,,,1414,1363,,,,1,1
292480356,2009,1,regular,2009-09-05T19:40:00.000Z,FALSE,TRUE,TRUE,FALSE,0,,,356,Illinois,fbs,Big Ten,9,0,3,0,6,,,1577,1530,142,Missouri,fbs,Big 12,37,10,6,14,7,,,1755,1802,,,,1,1
292480005,2009,1,regular,2009-09-05T20:00:00.000Z,FALSE,TRUE,FALSE,TRUE,0,3803,Legion Field,5,UAB,fbs,Conference USA,44,7,20,14,3,,,1268,1348,242,Rice,fbs,Conference USA,24,0,3,14,7,,,1562,1482,,,,1,1
292482065,2009,1,regular,2009-09-05T20:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3850,Municipal Stadium,2065,Bethune-Cookman,fcs,MEAC,6,0,0,0,6,,,,,2551,Shaw,,,20,10,7,3,0,,,,,,,,8,#N/A
292480276,2009,1,regular,2009-09-05T20:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3775,Joan C. Edwards Stadium,276,Marshall,fbs,Conference USA,31,0,7,21,3,,,,,79,Southern Illinois,fcs,MVFC,28,7,7,7,7,,,,,,,,1,8
292482691,2009,1,regular,2009-09-05T21:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3803,Legion Field,2691,Webber International,,,24,0,12,0,12,,,,,294,Jacksonville,fcs,Pioneer,40,7,7,7,19,,,,,,,,#N/A,8
292480231,2009,1,regular,2009-09-05T21:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3868,Paladin Stadium,231,Furman,fcs,Southern,45,10,14,7,14,,,,,2506,Presbyterian,fcs,Big South,21,0,7,7,7,,,,,,,,8,8
292482029,2009,1,regular,2009-09-05T21:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3740,Golden Lion Stadium,2029,Arkansas-Pine Bluff,fcs,SWAC,3,0,3,0,0,,,,,2028,Arkansas-Monticello,,,27,0,0,20,7,,,,,,,,8,#N/A
292482450,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3991,"William Dick"""" Price Stadium""""",2450,Norfolk State,fcs,MEAC,28,7,7,7,7,,,,,330,Virginia St,,,10,3,0,0,7,,,,,,,,8,#N/A
292480050,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,3650,Bragg Memorial Stadium,50,Florida A&M,fcs,MEAC,21,0,14,7,0,,,,,2169,Delaware State,fcs,MEAC,12,0,6,0,6,,,,,,,,8,8
292482142,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3617,Andy Kerr Stadium,2142,Colgate,fcs,Patriot,35,7,7,14,7,,,,,2405,Monmouth,fcs,NEC,23,0,16,0,7,,,,,,,,8,8
292482184,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3623,Arthur J. Rooney Athletic Field,2184,Duquesne,fcs,NEC,24,10,7,0,7,,,,,2083,Bucknell,fcs,Patriot,19,7,6,0,6,,,,,,,,8,8
292480153,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3787,Kenan Stadium,153,North Carolina,fbs,ACC,40,0,23,7,10,,,,,2643,The Citadel,fcs,Southern,6,0,0,0,6,,,,,,,,1,8
292482529,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3668,Campus Field,2529,Sacred Heart,fcs,NEC,12,0,6,0,6,,,,,2368,Marist,fcs,Pioneer,31,7,10,7,7,,,,,,,,8,8
292480290,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3608,Allen E. Paulson Stadium,290,Georgia Southern,fcs,Southern,29,3,9,7,10,,,,,399,UAlbany,fcs,NEC,26,0,16,7,3,,,,,,,,8,8
292482241,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3710,Ernest W. Spangler Stadium,2241,Gardner-Webb,fcs,Big South,58,0,24,17,17,,,,,2369,Mars Hill,,,14,7,0,0,7,,,,,,,,8,#N/A
292480258,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3923,Scott Stadium,258,Virginia,fbs,ACC,14,7,7,0,0,,,,,2729,William & Mary,fcs,CAA,26,7,6,3,10,,,,,,,,1,8
292482940,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,2940,Livingstone,,,12,0,0,6,6,,,,,2542,Savannah St,fcs,FCS Independents,34,15,10,0,9,,,,,,,,#N/A,8
292482736,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3649,Bowman Gray Stadium,2736,Winston-Salem,fcs,FCS Independents,10,0,10,0,0,,,,,2448,North Carolina A&T,fcs,MEAC,19,0,10,0,9,,,,,,,,8,8
292482261,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3620,Armstrong Stadium,2261,Hampton,fcs,MEAC,31,7,3,13,8,,,,,2428,North Carolina Central,fcs,FCS Independents,24,7,0,7,10,,,,,,,,8,8
292480295,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3918,S.B. Ballard Stadium,295,Old Dominion,fcs,FCS Independents,36,16,13,7,0,,,,,2804,Chowan,,,21,6,9,0,6,,,,,,,,8,#N/A
292480228,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,fbs,ACC,37,10,20,7,0,,,1645,1673,2393,Middle Tennessee,fbs,Sun Belt,14,0,7,7,0,,,1371,1343,,,,1,1
292480265,2009,1,regular,2009-09-05T22:00:00.000Z,FALSE,TRUE,FALSE,TRUE,0,3820,Gesa Field,265,Washington State,fbs,Pac-10,13,0,3,10,0,,,1064,1044,24,Stanford,fbs,Pac-10,39,8,14,7,10,,,1513,1533,,,,1,1
292480275,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,28,7,7,14,0,,,1570,1573,2459,Northern Illinois,fbs,Mid-American,20,3,3,0,14,,,1428,1425,,,,1,1
292482275,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,2275,Hofstra,fcs,CAA,17,10,0,0,7,,,,,2619,Stony Brook,fcs,Big South,10,0,0,3,7,,,,,,,,8,8
292480150,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3982,Wallace Wade Stadium,150,Duke,fbs,ACC,16,2,7,0,7,,,,,257,Richmond,fcs,CAA,24,7,7,0,10,,,,,,,,1,8
292480008,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3887,Razorback Stadium,8,Arkansas,fbs,SEC,48,21,10,10,7,,,,,2623,Missouri State,fcs,MVFC,10,3,7,0,0,,,,,,,,1,8
292480248,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,0,453,Robertson Stadium,248,Houston,fbs,Conference USA,55,28,13,7,7,,,,,2466,Northwestern State,fcs,Southland,7,0,7,0,0,,,,,,,,1,8
292480309,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3666,Cajun Field,309,Louisiana,fbs,Sun Belt,42,7,21,7,7,,,,,2582,Southern,fcs,SWAC,19,12,0,0,7,,,,,,,,1,8
292482572,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3815,M. M. Roberts Stadium,2572,Southern Miss,fbs,Conference USA,52,14,21,7,10,,,,,2016,Alcorn State,fcs,SWAC,0,0,0,0,0,,,,,,,,1,8
292482641,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3784,Jones AT&T Stadium,2641,Texas Tech,fbs,Big 12,38,14,7,7,10,,,,,155,North Dakota,fcs,Great West,13,3,3,0,7,,,,,,,,1,8
292480057,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3634,Ben Hill Griffin Stadium,57,Florida,fbs,SEC,62,14,28,13,7,,,,,2127,Charleston Southern,fcs,Big South,3,0,3,0,0,,,,,,,,1,8
292480201,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,0,,,201,Oklahoma,fbs,Big 12,13,7,3,0,3,,,2051,2042,252,BYU,fbs,Mountain West,14,0,7,0,7,,,1649,1658,,,,1,1
292480158,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big 12,49,7,14,21,7,,,1622,1724,2226,Florida Atlantic,fbs,Sun Belt,3,0,3,0,0,,,1367,1265,,,,1,1
292480195,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3876,Peden Stadium,195,Ohio,fbs,Mid-American,16,0,7,0,9,,,1351,1353,41,UConn,fbs,Big East,23,7,7,2,7,,,1559,1557,,,,1,1
292480245,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3795,Kyle Field,245,Texas A&M,fbs,Big 12,41,7,13,14,7,,,1400,1514,167,New Mexico,fbs,Mountain West,6,0,3,3,0,,,1509,1395,,,,1,1
292482199,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3912,Rynearson Stadium,2199,Eastern Michigan,fbs,Mid-American,14,0,0,0,14,,,1239,1215,349,Army,fbs,FBS Independents,27,6,7,0,14,,,1295,1319,,,,1,1
292482413,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3774,Jayne Stadium,2413,Morehead State,fcs,Pioneer,61,30,10,7,14,,,,,2896,Southern Virginia,,,10,0,3,7,0,,,,,,,,8,#N/A
292482181,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3701,Drake Stadium,2181,Drake,fcs,Pioneer,22,9,7,3,3,,,,,2254,Des Moines,,,0,0,0,0,0,,,,,,,,8,#N/A
292482210,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3894,Rhodes Stadium,2210,Elon,fcs,Southern,56,14,14,21,7,,,,,2166,Davidson,fcs,Pioneer,0,0,0,0,0,,,,,,,,8,8
292482634,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3810,Nissan Stadium,2634,Tennessee State,fcs,OVC,7,7,0,0,0,,,,,2010,Alabama A&M,fcs,SWAC,24,14,10,0,0,,,,,,,,8,8
292482046,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3742,Governors Stadium,2046,Austin Peay,fcs,OVC,34,10,7,3,14,,,,,2444,Newberry,,,23,3,0,14,6,,,,,,,,8,#N/A
292480251,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3910,DKR-Texas Memorial Stadium,251,Texas,fbs,Big 12,59,14,24,7,14,,,1917,1947,2433,UL Monroe,fbs,Sun Belt,20,3,7,0,10,,,1242,1212,,,,1,1
292480002,2009,1,regular,2009-09-05T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3785,Jordan-Hare Stadium,2,Auburn,fbs,SEC,37,10,3,10,14,,,1543,1586,2348,Louisiana Tech,fbs,Western Athletic,13,7,3,3,0,,,1395,1352,,,,1,1
